,name,year,seller_type,owner,km_driven,ex_showroom_price
4527,147,1991,1,0,53475,44381.0
6723,65,2013,1,2,350,93025.75
7729,21,2008,1,0,35402,122068.0
20585,20,2006,0,2,20001,259142.0
1437,90,2002,1,0,37468,63458.0
29407,26,2013,1,0,31861,93025.75
21571,239,1998,1,1,91535,168662.0
27554,44,2019,1,0,350,67092.0
10198,248,1989,1,1,57791,93025.75
18809,120,2019,1,0,350,125657.0
6005,92,2016,1,0,350,185453.0
15370,84,2013,1,1,9304,93025.75
14572,47,2018,0,2,350,99745.0
5070,195,1996,1,2,18300,93025.75
13212,213,1991,1,2,19818,37682.0
12467,85,2018,1,0,350,59279.0
27585,93,2012,1,0,9437,30490.0
20794,238,2000,0,0,5110,30490.0
5350,80,1996,1,1,65369,93025.75
15328,1,1998,0,2,107919,44217.0
28774,274,2007,1,0,44380,93025.75
5880,16,2003,1,1,54023,93025.75
20539,267,2011,1,2,22611,141643.0
16336,121,1998,0,1,90261,106527.0
16234,57,2010,1,1,32338,194523.0
11686,150,2020,1,0,350,93025.75
7552,69,1998,1,2,128107,93025.75
15633,0,2004,1,2,350,33820.0
24215,181,2013,0,2,350,93025.75
21316,90,2016,0,1,43446,121768.0
19190,217,2015,1,2,350,199775.0
1036,227,2018,1,1,53359,93025.75
22031,197,2003,0,2,84113,93025.75
2035,222,1992,1,0,40465,138258.0
15522,63,2005,1,0,100071,42499.0
29076,11,2018,0,1,350,93025.75
2065,97,2015,0,1,350,53612.0
29118,83,2005,0,2,51044,93025.75
18572,108,2015,1,0,350,30490.0
1817,9,2014,1,2,134055,105084.0
10968,221,1999,1,0,138158,30490.0
23403,50,2014,1,0,60285,182172.0
19758,95,2015,1,1,26905,93025.75
10953,2,2002,1,1,80556,30490.0
13091,43,2008,1,0,12557,59663.0
7194,115,2019,0,0,350,134911.0
1619,75,2013,1,1,42603,93025.75
20094,49,1994,0,2,82862,93025.75
13534,159,1995,0,3,117648,93025.75
13764,6,1997,0,2,350,46402.0
27234,34,2008,0,1,87185,93025.75
9194,124,2001,0,1,350,105214.0
23082,137,1989,0,2,29683,93025.75
21173,161,1992,1,1,59224,30490.0
9376,199,2017,1,0,350,135218.0
9419,150,1991,1,1,149915,93025.75
8937,23,2018,0,2,350,93025.75
20221,62,2009,1,0,68401,109104.0
19394,33,1995,0,2,5597,34091.0
25072,186,2000,0,3,11174,93025.75
12244,152,2000,1,1,350,93025.75
8143,184,2006,1,0,350,119275.0
2183,269,2001,0,1,52599,30490.0
7310,122,1997,1,0,58719,93025.75
24270,192,2005,0,1,350,93025.75
11292,121,2007,1,1,350,94617.0
27899,241,2006,0,1,350,62902.0
1978,108,2016,1,0,30384,55721.0
12854,27,2020,1,0,67682,93025.75
22426,112,2006,0,1,68080,168080.0
2787,223,2017,1,0,350,93025.75
6893,7,2006,0,3,350,93025.75
28466,96,2019,0,0,350,109816.0
16132,222,1994,0,2,79796,101847.0
7106,11,1993,0,1,118469,93025.75
15806,19,2000,1,2,4524,93025.75
930,131,2011,0,3,350,93025.75
1370,78,2009,1,0,45167,93025.75
12066,240,2017,1,0,31945,113145.0
4291,118,1993,0,2,29374,222091.0
1846,263,1998,1,1,11491,130897.0
28894,213,2018,1,0,350,162248.0
18968,170,1998,0,3,350,185211.0
17900,66,2011,0,2,7544,93025.75
4730,51,1999,0,0,59866,96086.0
27956,249,1992,0,1,350,93025.75
15182,211,1999,0,2,155738,93025.75
15702,10,2012,1,1,61327,93025.75
2959,34,1990,1,0,144462,93025.75
5854,215,1992,1,2,62998,93025.75
11222,66,1992,1,0,45804,93025.75
26809,44,2018,0,1,76744,46617.0
5829,258,2020,0,3,350,115382.0
496,114,2006,0,2,69128,93025.75
26426,156,1995,0,3,61812,136421.0
3125,232,2019,1,0,76404,30490.0
5316,253,2011,0,2,18786,93025.75
2656,88,2014,0,2,12415,123623.0
1084,29,1999,1,1,46263,57075.0
16551,199,2013,0,3,48802,38668.0
11360,180,2004,0,2,350,88859.0
11966,99,1995,1,0,350,93025.75
863,20,1997,1,2,115280,155061.0
29022,166,2012,1,1,105906,93025.75
7071,217,2009,0,3,13253,225995.0
6314,247,2003,0,2,350,153857.0
3190,208,2004,0,1,115042,93025.75
14233,120,1993,1,2,14468,134668.0
7878,7,1990,1,0,70259,93025.75
11730,149,1992,1,1,78950,93025.75
9049,273,2011,1,0,40827,93025.75
14490,257,2008,0,2,87723,160570.0
22177,100,1996,1,2,90404,63499.0
3736,74,1992,1,0,57901,93025.75
2798,242,1993,0,2,83054,118783.0
286,45,1992,1,1,83112,114204.0
29551,222,2005,0,1,98391,93025.75
22107,65,2000,1,0,60135,123653.0
24670,108,1992,0,3,48233,94849.0
27070,80,2018,0,2,350,70017.0
1078,58,2011,0,2,81429,164020.0
9506,133,2015,1,1,33671,93025.75
8388,216,2010,0,2,37518,93025.75
9058,209,2011,1,0,350,93025.75
26705,58,2005,1,0,12686,137372.0
3923,242,2014,0,2,350,45039.0
10491,154,1999,0,2,104925,30490.0
9319,7,2012,0,1,350,93025.75
23768,43,1991,1,2,112011,93025.75
22892,45,2003,0,3,48348,93025.75
16422,106,2004,1,0,66735,180900.0
7188,10,2007,1,1,14927,93025.75
28600,93,1990,1,0,54510,30490.0
25937,180,1994,1,0,14059,93025.75
28622,197,2019,0,1,350,173130.0
20317,47,2004,0,3,350,96854.0
422,160,1997,0,3,60767,46896.0
19205,206,2010,1,0,108490,137445.0
15334,168,2019,1,0,350,30490.0
19629,52,1990,1,0,129721,30490.0
15473,39,2005,1,0,64448,93025.75
16763,195,2003,1,0,77442,30490.0
11058,112,2018,1,1,64572,116118.0
27147,233,2001,1,0,71877,93025.75
12730,264,2000,1,2,49037,94598.0
13156,140,2013,0,2,51200,97388.0
16393,261,2014,0,3,31003,79150.0
26246,74,2005,0,0,75515,81236.0
10056,74,2006,0,2,73427,93025.75
23855,127,2003,0,2,65616,93025.75
16306,215,2009,0,1,3916,93025.75
329,192,1990,0,1,82172,109324.0
7450,5,2000,0,1,70027,93025.75
2517,112,1989,1,1,99426,30490.0
15401,39,1995,0,2,25800,93025.75
12666,125,1998,0,0,120814,49200.0
19153,81,2017,1,0,86763,84073.0
3828,36,2009,1,0,48333,93025.75
15967,124,1999,1,0,68857,45300.0
8992,21,1989,1,1,183392,140444.0
12805,234,2003,1,0,28525,93025.75
8782,19,1991,1,1,21545,128914.0
20250,91,2006,1,1,27483,93025.75
28730,125,1992,1,0,80821,93025.75
19472,240,1995,0,1,70078,42662.0
6672,154,1991,1,0,154682,93025.75
24279,29,2007,0,1,350,93025.75
17690,75,2010,0,2,350,30490.0
13721,203,2012,0,2,350,93025.75
22586,125,1992,1,1,5446,109741.0
779,275,1994,0,0,40522,46798.0
24820,227,1995,1,1,79537,93025.75
2453,43,2016,0,1,73909,30490.0
15368,185,1995,0,1,137252,90773.0
15787,26,1990,1,1,99266,93025.75
16802,211,2013,1,1,49254,93025.75
14142,36,2011,0,1,350,158593.0
27745,57,1999,0,2,64088,93025.75
476,216,2013,1,0,350,222696.0
20382,226,2003,0,2,79939,93025.75
940,230,1992,1,2,350,146648.0
19460,188,1993,0,3,67269,107247.0
6685,194,1989,0,3,165901,93025.75
9142,54,2020,1,2,1952,93025.75
21703,232,2001,1,2,350,96935.0
11866,187,2016,0,2,350,93025.75
28267,162,2002,0,3,350,93025.75
18352,46,1993,0,3,86015,69741.0
22348,25,2017,1,0,42857,93025.75
593,122,1990,0,2,117646,93025.75
2476,164,2006,1,1,42593,70696.0
27351,260,2006,0,0,18511,48826.0
14739,3,2006,1,0,350,180658.0
17263,16,2004,0,2,350,141097.0
29205,59,2009,1,0,5392,93025.75
4831,21,1990,1,0,62001,30490.0
14654,52,1994,1,0,48767,84999.0
11765,11,2004,1,2,92784,94597.0
27150,223,1997,0,2,350,93025.75
23296,174,1995,1,2,59129,93025.75
29164,248,2016,0,1,350,175911.0
16252,194,2016,0,2,350,93025.75
15361,235,2008,1,1,60093,93025.75
19942,216,1989,1,0,12632,36620.0
11647,105,1996,1,0,350,123785.0
21860,189,2020,0,2,350,122353.0
27498,114,1997,1,0,37506,93025.75
3494,155,2013,1,3,45760,218129.0
17830,216,2013,0,2,77014,93025.75
22926,112,1999,0,2,10174,93025.75
3331,211,2006,1,0,54471,186734.0
27869,274,2019,1,1,17656,63472.0
24995,197,2015,1,0,26880,93025.75
10252,1,1990,1,1,51775,104413.0
14201,110,2020,1,0,32482,93025.75
23946,14,2008,1,1,110780,93025.75
25790,82,2008,1,2,350,30490.0
15736,242,2019,0,1,350,93025.75
25643,101,2016,1,1,350,93025.75
29670,245,2018,1,2,350,207397.0
18350,231,1996,0,1,108253,71579.0
9215,107,2017,0,2,96133,30490.0
19544,98,1999,0,1,56310,93025.75
1461,197,2004,0,3,350,93025.75
6805,199,2015,0,2,27425,104719.0
282,193,2005,0,3,35177,93025.75
19685,176,2008,1,0,20177,93025.75
3295,80,1991,1,0,20847,105417.0
3900,106,2009,0,0,15961,30490.0
12516,7,2019,1,0,350,93025.75
29563,67,2018,0,0,350,69412.0
27915,58,1993,1,2,32004,93025.75
20266,207,2011,1,0,32072,30490.0
4577,33,2004,0,2,58161,93025.75
23184,142,2013,0,2,350,100833.0
26789,46,2005,0,2,95821,93025.75
23035,205,2013,1,1,34844,93025.75
13107,73,2013,0,0,90886,30490.0
10520,70,1995,1,0,44942,91248.0
22750,207,2006,0,2,350,146084.0
843,255,1990,1,0,62883,82936.0
20394,183,1993,0,2,350,88521.0
8501,199,1995,0,3,350,204504.0
11745,89,1992,1,1,55933,93025.75
978,64,2017,0,1,122913,93025.75
18748,78,2002,0,2,59421,61593.0
11656,97,2016,0,1,60506,43817.0
16987,231,1992,0,1,28833,93025.75
26046,247,1999,1,0,51895,56714.0
11616,23,1993,1,1,48028,93025.75
2032,234,2014,0,0,70842,93025.75
6287,81,1997,0,2,117439,69042.0
9827,81,1989,0,3,48138,55277.0
2440,228,1993,0,3,116731,34444.0
25106,112,2005,1,0,89123,30490.0
23506,208,2014,1,0,42705,73956.0
27887,62,2003,0,1,55439,93025.75
4408,171,1992,1,1,24413,93025.75
27321,171,2014,0,2,88331,66609.0
25049,227,2014,0,2,44836,39081.0
8911,76,2009,1,1,350,93025.75
3152,30,1991,0,2,350,110310.0
14977,125,2009,0,2,65135,50750.0
3728,242,2013,0,1,27866,93025.75
28315,42,1999,0,3,143586,93025.75
5280,113,2013,0,0,350,30490.0
21330,195,1989,0,2,60859,93025.75
13202,104,1997,0,2,350,131075.0
26526,184,2014,0,2,20585,39642.0
21986,8,2003,1,2,72449,35429.0
24582,162,1998,1,0,350,93025.75
24607,270,1994,0,0,94500,93025.75
14239,254,1996,0,1,65601,93025.75
23248,156,2011,1,1,47902,93025.75
28586,186,2015,0,0,47260,93025.75
25952,150,2009,0,2,350,93025.75
14629,25,2000,1,0,92874,129879.0
29043,219,1996,1,0,350,145498.0
22709,52,2001,0,3,350,93025.75
22012,229,2011,1,0,350,93025.75
20772,89,2004,1,1,42662,30490.0
21990,8,2001,0,1,107332,93025.75
15637,48,2015,1,2,14630,30490.0
22620,210,1989,0,2,48274,122276.0
1223,267,2018,1,0,25436,49114.0
10346,0,1989,1,0,167361,93025.75
13219,121,2007,1,0,13735,141420.0
20066,218,2008,1,0,87116,151526.0
7183,58,2009,0,2,350,93025.75
11417,121,2016,0,2,60359,39145.0
2584,201,1988,1,0,96350,70162.0
9554,152,2007,1,1,67894,96128.0
14143,272,2019,0,0,350,93025.75
20475,212,2006,1,3,19584,89864.0
29403,158,2020,0,3,44655,71029.0
6064,91,2000,1,1,59982,93025.75
22599,113,1997,0,3,29272,124090.0
2700,155,1996,1,0,62443,75573.0
8331,194,2019,1,2,350,98928.0
9813,188,2015,1,0,53908,93025.75
3957,28,2014,0,2,449,46387.0
14168,213,2012,1,0,43641,93025.75
9711,213,2019,0,3,55791,93025.75
1001,226,2005,1,0,23598,93025.75
14200,42,1997,0,3,70602,184682.0
10060,69,2013,0,2,70240,93025.75
22409,68,2020,1,0,350,157100.0
11871,46,1990,1,1,63170,133839.0
5584,9,2014,0,2,350,93025.75
16982,68,2011,0,2,350,93025.75
28258,276,1999,0,3,3904,93025.75
21496,236,2000,1,0,58142,30490.0
13665,50,2008,0,2,350,76113.0
21543,168,2016,1,1,74550,86087.0
28077,90,1998,1,1,113848,105117.0
25040,151,2012,1,0,32275,93025.75
27122,192,2019,0,2,350,199839.0
21877,269,1990,0,3,102305,30490.0
16911,49,2016,1,2,27903,93025.75
15855,90,1994,0,3,52520,93025.75
19344,122,1992,0,1,29050,106640.0
10210,150,2009,1,0,34151,93025.75
5991,48,2015,1,0,350,93025.75
20005,23,1990,0,0,167685,67447.0
22096,227,1993,0,2,20655,30490.0
19229,275,2009,1,0,8493,101801.0
14554,213,2014,1,2,350,177982.0
10349,43,2018,0,1,350,93025.75
16644,95,2003,1,0,350,30490.0
14782,31,2012,0,2,350,30490.0
20629,55,1996,1,0,95364,93025.75
17342,154,2004,0,1,46709,93025.75
7647,49,1988,1,2,114848,93025.75
24337,158,2004,1,0,26151,93025.75
9251,248,1989,1,1,148429,61571.0
17817,191,1989,1,0,88911,93025.75
14340,139,2010,0,2,7501,30490.0
5206,120,2019,0,2,27948,93025.75
28871,177,2013,1,1,36207,184001.0
16833,163,1989,0,2,110087,146216.0
12315,23,2014,0,2,55938,93025.75
21043,232,1993,1,2,120416,151028.0
5771,94,1999,0,2,58705,93025.75
18042,131,2015,0,3,350,121571.0
4003,260,1992,0,2,53088,107571.0
618,62,2002,0,2,350,30490.0
15819,224,1994,1,1,87086,175118.0
24340,103,1989,0,1,6010,93025.75
28831,255,2005,1,3,22449,122389.0
20923,268,2005,1,1,58722,93025.75
10211,152,2001,0,2,373,93025.75
18617,6,1999,1,0,19364,93025.75
13525,197,2014,1,0,58794,119567.0
26439,261,2019,1,1,350,184339.0
14503,205,2010,0,3,100090,93025.75
67,128,1993,1,1,47397,63685.0
8436,262,1992,1,0,48967,93025.75
10009,273,1992,1,1,63686,93025.75
9094,178,2009,0,0,350,93025.75
1651,121,2016,0,1,25011,93025.75
11507,237,2008,1,0,57152,71161.0
272,186,2018,1,2,27927,84680.0
789,128,2017,1,0,48217,165460.0
19923,251,2006,1,0,350,130829.0
201,169,2013,1,1,350,93025.75
5227,252,1997,1,0,123286,93025.75
18134,167,2008,1,0,44941,84188.0
23465,114,2019,1,0,849,30490.0
12580,66,2013,1,1,350,167242.0
24744,170,2009,0,1,8803,30490.0
12190,46,2001,0,2,87298,93025.75
4668,9,1991,1,0,350,93025.75
13373,31,1989,1,0,83377,93025.75
12273,193,2005,0,1,18517,78584.0
4160,254,1989,1,2,41619,30490.0
21686,79,2002,1,0,62998,69337.0
29284,153,1998,1,1,42743,30490.0
11404,194,2005,1,0,350,93025.75
25987,100,1995,0,1,350,95139.0
19771,234,2008,1,1,119363,240702.0
26878,135,2001,1,2,8653,119726.0
4974,175,1997,0,2,350,132990.0
16181,172,1994,0,2,36102,93025.75
15804,233,1996,1,3,25553,90739.0
23657,28,1989,0,1,54953,30490.0
21075,165,2006,1,1,21481,86017.0
8050,39,2015,0,2,37931,93025.75
1427,203,2014,1,1,65534,93025.75
24120,263,1995,0,2,20442,30490.0
600,143,2000,1,2,76718,93025.75
8119,220,2014,1,2,350,133245.0
1530,104,1993,0,2,103500,187589.0
12102,10,2009,1,2,20259,93025.75
12857,48,2013,1,1,350,93025.75
17508,201,2009,0,2,350,93025.75
6183,172,2016,1,0,21938,93025.75
24319,55,2000,1,1,15567,93025.75
22782,219,1989,1,0,66420,30490.0
10020,151,2017,0,1,350,53618.0
11343,257,2013,0,1,94087,70585.0
7591,114,2006,1,0,350,93025.75
19778,91,1994,1,0,13771,77127.0
29728,23,2011,1,0,31703,110700.0
14741,61,2014,1,0,49960,30490.0
3748,39,2004,0,1,350,93025.75
28978,238,2019,0,1,80329,140500.0
8200,39,1999,0,2,112653,93025.75
20245,135,2020,1,0,350,145093.0
22672,262,2011,1,0,38103,93025.75
1207,176,1992,0,1,41008,93025.75
20056,55,1995,0,2,39337,129516.0
1972,34,1998,1,0,63401,93025.75
15063,257,2010,0,1,6883,93025.75
12394,116,2013,0,2,71534,50731.0
3420,55,2000,1,1,42469,93025.75
15646,259,2003,0,3,35951,118292.0
20267,194,1988,1,1,26788,98284.0
212,132,1992,1,0,92332,93025.75
26285,261,2019,1,0,1638,108333.0
14296,231,1999,1,0,30640,93025.75
920,210,1991,1,0,48818,35683.0
2214,86,1995,1,0,68171,54310.0
12521,29,2013,1,1,350,106184.0
9735,114,2017,0,2,350,93025.75
9652,80,1992,0,2,13281,30490.0
11281,140,1989,1,0,350,73160.0
24202,226,2009,1,0,44293,106994.0
3105,269,2013,1,1,350,59290.0
18050,113,2018,1,1,42614,93025.75
7621,205,2004,1,1,4550,30490.0
1156,52,2010,0,0,350,151734.0
9389,207,2013,1,0,72877,118035.0
27170,229,1996,1,1,350,93025.75
466,188,2012,0,2,59366,116815.0
27,66,2006,1,0,58277,124822.0
1279,217,2007,1,0,113976,93025.75
23295,149,2019,0,1,350,93025.75
8252,184,1999,1,0,115226,112635.0
4411,3,1990,1,0,53381,126601.0
23596,125,2016,0,2,55317,93025.75
1899,37,1988,1,1,35819,93025.75
5413,53,1995,1,1,95678,97031.0
6931,202,2000,0,0,95211,30490.0
3931,117,2017,0,1,350,148140.0
12086,25,2012,1,0,56308,93025.75
20352,52,2009,1,0,350,134200.0
8655,63,2002,1,2,53081,93025.75
15081,125,1996,0,2,350,93025.75
17483,250,2001,0,1,104700,93025.75
11103,120,1991,1,0,70157,30490.0
17542,93,2020,0,1,64269,173796.0
28232,206,1989,0,2,70941,93025.75
3620,75,1994,0,2,34211,116224.0
925,48,2016,0,1,350,89807.0
2223,33,2011,1,1,89762,93025.75
15810,113,2011,0,3,82653,30490.0
10516,255,2014,1,0,22548,93025.75
12733,247,2017,1,0,35008,185517.0
1571,203,2003,1,0,350,93025.75
26997,234,2014,1,0,350,41088.0
17525,37,2010,1,0,47458,83335.0
7151,199,2019,0,1,24686,30490.0
12454,93,2017,1,0,59540,93025.75
721,220,1996,0,2,350,93025.75
706,98,2019,0,3,29651,96898.0
16489,170,2011,0,2,57022,129465.0
23549,137,2003,0,3,88578,202935.0
28550,261,2006,0,3,92140,158075.0
10259,8,2014,0,2,350,70554.0
16317,77,2010,0,1,66119,93025.75
12965,259,2013,1,0,68599,93025.75
14323,253,2018,1,0,350,93025.75
72,71,2003,0,2,350,210448.0
21987,180,2003,1,2,11608,93025.75
3247,53,2017,0,2,73363,30490.0
1521,270,2005,1,1,28678,93025.75
15709,272,1990,1,1,38314,93025.75
19764,111,1996,0,2,76615,35469.0
3317,124,2018,0,2,45811,87869.0
14431,146,2019,0,3,42465,30490.0
14565,17,2005,1,1,4983,93025.75
16718,168,1993,1,0,63681,93025.75
167,219,2007,1,0,42961,114270.0
9337,213,2012,0,3,63933,93025.75
19440,231,1994,1,0,118801,30490.0
28974,159,2003,1,0,350,93025.75
15731,154,1990,1,1,79641,93025.75
1820,112,2014,1,0,350,109175.0
27193,167,1989,1,0,44705,59340.0
16028,72,2006,0,2,83093,93025.75
1670,220,2014,0,2,350,130618.0
19415,160,2012,0,0,90673,126257.0
11893,241,2006,0,1,163748,30490.0
14460,270,2016,1,1,350,115001.0
12200,121,2012,1,0,4429,137525.0
17,52,1988,1,0,71320,30490.0
16040,272,1992,0,2,83111,93025.75
29203,88,2011,1,0,26192,187934.0
4110,28,2016,1,1,486,140657.0
24420,263,2000,1,2,53819,93025.75
19705,136,2005,1,1,53027,79547.0
9687,138,1997,1,0,350,93025.75
26901,101,2006,0,1,350,93025.75
26405,277,1994,0,2,8914,118904.0
17266,11,2014,1,0,350,93025.75
10138,68,2012,0,1,52432,136198.0
15194,202,1992,1,0,124647,93025.75
11312,56,2001,1,1,30469,93025.75
12131,165,2019,1,0,16692,62613.0
11572,90,2004,0,3,17394,50670.0
22102,198,1996,0,3,350,93025.75
12053,89,2001,0,2,63558,98929.0
22800,161,2004,1,1,350,157510.0
8372,244,1989,1,0,17539,64869.0
8743,274,2018,0,2,42082,93025.75
20642,129,1993,1,2,49609,93025.75
24368,109,2002,1,2,75471,30490.0
11916,226,2002,0,3,15628,30490.0
17156,249,1999,0,0,350,30490.0
27586,28,2010,1,0,5339,103606.0
7480,277,2019,1,0,350,153448.0
5033,218,2001,1,0,89547,93025.75
9672,177,1995,1,1,37150,104790.0
25043,215,2013,0,2,48574,93025.75
17183,1,2010,1,2,350,30490.0
6106,264,1997,1,2,350,93025.75
17914,234,1991,1,2,95806,30490.0
7737,14,1992,1,1,49341,93025.75
24285,181,1999,0,1,11068,88876.0
12943,144,2006,1,2,19558,93025.75
20155,240,2000,1,0,60347,115230.0
13203,56,1994,0,2,47873,93542.0
18210,152,2019,0,1,350,72572.0
3940,85,1998,0,3,28567,93025.75
9572,57,2013,0,1,29719,93025.75
908,92,2006,0,1,67840,93025.75
12987,50,2001,0,2,86105,51799.0
14843,113,1996,1,2,44417,93025.75
346,153,1990,1,2,156636,46856.0
11271,211,1992,0,2,103955,97151.0
4508,202,2000,1,0,91394,55126.0
8206,229,2000,0,1,9579,135879.0
11220,72,2003,1,2,350,108669.0
17601,272,2001,1,1,152826,30490.0
605,169,1992,0,2,87805,78973.0
26737,84,1999,1,0,47081,64767.0
14067,201,1994,1,1,61086,210340.0
4368,58,1993,1,1,350,93025.75
21991,127,2002,1,2,26549,81710.0
25924,242,2008,0,2,6939,102328.0
8757,107,2019,1,0,350,93025.75
16579,195,2006,1,0,350,45619.0
3381,245,1995,1,0,32764,34896.0
694,47,1991,1,1,92698,128341.0
16617,252,2014,0,2,350,93025.75
6152,247,2015,1,0,18930,93025.75
29297,152,2018,1,0,350,116234.0
28706,229,1995,1,0,17095,110840.0
29989,72,2013,1,1,25131,117724.0
7129,164,2008,1,2,350,123868.0
6764,178,2000,1,2,101635,150078.0
24336,15,2004,1,0,21286,117021.0
23530,21,1991,0,3,350,93025.75
4634,212,2004,1,1,29580,30490.0
14380,219,2019,0,2,20293,147606.0
4134,95,1989,0,3,40414,93025.75
17358,164,2005,1,1,58619,93025.75
5659,109,2019,0,3,40664,158530.0
8672,109,1998,0,2,44167,93025.75
18168,184,2005,0,2,130178,191636.0
3260,195,1994,0,2,350,81977.0
12825,53,2011,1,1,350,93025.75
27643,203,2016,1,1,21100,81149.0
27379,84,2002,1,0,5179,133288.0
14195,131,1991,1,0,20525,40805.0
16864,30,2019,0,2,17288,51132.0
29233,209,1992,0,2,73688,30490.0
4770,47,2009,1,1,7818,93025.75
5010,261,1994,0,0,118784,77116.0
3140,65,2010,1,0,350,93025.75
13266,169,2000,1,0,31078,30490.0
27934,248,2002,1,1,83279,97048.0
13472,205,1995,0,1,80674,75753.0
10310,198,2009,1,1,350,68581.0
10584,63,2004,1,2,26303,119541.0
10370,60,1991,1,0,66059,30490.0
5891,76,2009,1,0,84781,117591.0
16146,5,2013,0,2,24503,117154.0
17000,201,1995,1,1,15578,93025.75
25105,26,2015,0,1,12084,92528.0
21006,179,1993,0,1,350,49993.0
2796,140,2007,1,0,350,93025.75
7049,145,2014,0,0,59445,30490.0
9378,137,1991,1,2,98544,93025.75
13874,42,1990,0,1,63600,149040.0
15778,69,2005,1,1,51035,201414.0
18608,42,2018,1,1,23315,106446.0
28085,66,2009,0,1,80007,50176.0
17403,11,2003,1,1,10893,116541.0
17844,138,1990,1,2,350,93025.75
4574,74,2002,1,2,117125,72534.0
12501,254,2006,1,2,29811,89959.0
7085,154,2016,1,0,25205,81709.0
8320,7,1993,1,2,47101,108332.0
11862,21,2003,0,1,15768,93025.75
11623,38,2002,0,2,71132,75053.0
16376,0,2000,0,2,55963,30490.0
28847,212,1999,0,1,106128,93025.75
16249,260,2008,0,0,15034,78836.0
11925,122,2019,1,2,14602,125841.0
13933,112,2018,0,1,39385,93025.75
11456,167,1995,1,1,72704,101666.0
12947,49,2011,0,2,1451,93025.75
995,134,1990,0,2,104032,93025.75
13245,266,2012,0,1,28002,55823.0
18692,105,1999,0,1,22756,93025.75
9641,1,2016,1,0,17120,93025.75
27460,262,1988,0,2,168984,91397.0
35,191,1992,1,1,350,93025.75
22850,147,1996,0,2,72232,93025.75
9662,71,2003,1,0,149075,30490.0
11212,61,2001,0,2,40825,93025.75
21158,77,2000,1,1,121557,93025.75
18202,265,2014,0,1,54706,30490.0
5502,166,2007,1,1,54163,30490.0
14127,224,2020,0,2,2461,93025.75
25232,60,2014,1,0,96671,93025.75
11362,130,2008,1,1,85862,93025.75
25900,116,1997,1,0,37576,93025.75
21253,224,1994,0,2,25304,59744.0
15742,227,2017,0,2,350,52947.0
12899,163,1992,1,1,71314,220866.0
29026,81,2015,0,1,38552,155170.0
8808,110,1990,1,0,120372,82725.0
5897,236,1998,0,3,350,151636.0
12231,206,1997,1,0,18984,93025.75
11609,7,2000,0,1,106950,30490.0
26884,244,1990,1,1,350,181495.0
23627,167,1995,0,2,95188,30490.0
9193,104,1989,0,1,24798,103593.0
479,89,1997,0,3,53727,93025.75
1050,188,1994,1,2,74129,93025.75
21344,48,2005,1,1,57524,93025.75
26855,158,2019,0,1,350,62401.0
3253,248,2007,1,1,9056,94462.0
29493,268,2018,0,1,350,57520.0
13548,219,2016,0,2,20773,192262.0
9610,16,2000,0,2,45993,61498.0
47,276,2005,1,1,350,93025.75
26657,274,2006,1,1,8496,93025.75
12333,156,2002,0,2,350,93025.75
17482,244,2006,1,0,55297,93025.75
21979,128,1990,0,2,60996,93025.75
3197,140,1998,0,2,56579,93025.75
21749,24,2003,0,1,86203,93025.75
15264,20,2019,0,2,350,110458.0
14898,151,1992,1,0,32712,30490.0
18342,96,1989,0,2,106441,93025.75
8415,183,1996,0,3,76237,93025.75
14399,50,2012,1,0,350,145337.0
27566,250,1994,1,1,21192,93025.75
4293,165,1993,0,3,350,37228.0
16430,189,2012,0,3,7333,48877.0
11057,79,2003,0,2,350,93025.75
7027,172,2003,1,0,5927,93025.75
27806,160,1993,0,2,56950,30490.0
10354,205,2006,0,2,62820,113819.0
29387,113,2011,0,2,350,61064.0
23070,122,2005,0,1,25430,93025.75
6554,96,1991,1,0,110645,93025.75
11406,120,2001,1,1,12173,93025.75
11551,160,1993,0,1,90113,30490.0
19604,101,2005,1,0,22609,93025.75
127,107,2000,0,2,350,134744.0
6796,226,1999,1,0,350,93025.75
11658,58,2018,1,0,7209,87226.0
28569,93,1994,1,0,27345,30490.0
17550,158,2011,1,1,23204,150211.0
28236,58,1991,0,2,13347,93025.75
8557,209,2000,1,2,27996,30490.0
