,selling_price
17878,25360
9783,31322
11755,81344
23433,83583
18820,73469
17964,112440
5847,5000
26022,82256
29663,69341
157,106855
22689,100428
10691,100011
7268,139721
773,58925
27289,5000
21689,5000
27631,68755
21807,52570
18481,156377
9035,30666
5508,5000
15296,164243
962,5000
12699,5000
13509,227567
1393,6702
10567,31171
27492,57555
1386,111540
175,100247
26061,86352
5634,143185
23809,22437
3932,134071
20073,82447
21748,27491
16600,162052
4626,15154
13508,80114
3156,12834
26725,143483
6907,41880
12276,48648
25737,100971
23890,59392
3994,105763
23531,89522
13563,31380
22446,93457
1272,63293
1226,98902
26231,60006
844,94932
3424,200753
24183,137118
17586,74006
21601,5000
15189,61924
497,5000
22460,5000
21529,74652
12262,5000
12530,42628
17122,80033
665,5000
24742,7652
16687,5000
1646,56392
9936,180548
24656,141297
15822,5000
8490,70176
10225,111532
8024,5000
25879,132351
21519,43043
13439,101988
8332,78161
16596,115509
23807,100871
19116,93062
23484,112224
22622,171681
27614,20708
14875,36538
3206,11550
20683,68409
13450,74333
21120,22973
2640,161680
3598,187767
3975,152575
23591,113668
1955,109590
27900,5000
23030,43090
14507,75961
26235,26029
14747,43122
28832,64643
21098,62481
26781,22610
2865,71455
28938,5000
8545,110090
29752,79222
3443,5000
19162,5000
2973,13763
29859,24250
19888,16544
7352,113137
19548,160140
7028,63679
28245,71643
1388,132808
16873,5000
7265,139102
9340,37372
10923,43004
7891,5000
3700,49621
21037,61285
21750,49762
23430,200775
5613,12800
9459,5000
28020,71192
6734,154151
22763,63093
23200,207245
14054,68446
6547,45989
11372,12453
15226,145424
26419,71508
3701,84359
7610,92289
19281,14795
1085,68247
1683,94876
13484,172418
24863,5000
20612,157194
29065,5000
22520,167335
23760,118359
23368,61368
8159,79932
5164,8500
7180,49000
28214,32495
12225,35160
16404,25182
11956,143427
3740,50416
17783,87859
22115,122447
7112,71039
17077,189553
10667,5000
28986,92649
28137,95596
16318,68644
29949,160594
4106,127947
16824,25107
6227,52026
19413,31803
19680,27830
5577,30418
7667,5000
25579,95950
8831,69590
3099,87138
21346,111290
18345,96765
22071,112878
11346,25071
16279,5000
17366,31986
24315,100932
20336,5617
26004,121147
23161,48371
8660,78209
4752,5000
28395,37874
20412,22894
23999,54674
10308,54137
126,5000
24493,83429
11124,5000
22695,80540
3032,107421
6340,43005
13948,12211
17517,5000
2208,6888
5632,23693
13164,86395
11020,60935
16437,5000
14742,149120
5381,147832
18490,129645
16740,53273
6403,5000
11205,94078
16872,66661
20531,41187
24408,5000
1332,10583
19437,72151
4878,136517
1218,78383
15749,24812
22484,5000
21180,123784
12368,109852
28371,67431
23729,66657
2362,79684
23137,86639
24051,9091
26423,5000
19416,116529
9432,72363
9405,64384
20392,50160
484,85886
2327,16485
19990,5000
5571,5000
16166,54608
16402,47370
5588,95944
4219,62317
12366,5000
7708,65453
24444,35893
1304,26894
22091,5000
24465,98285
28516,24029
6454,127525
7587,21389
18723,5000
13799,5000
23460,109167
12265,48126
17199,102108
5967,18327
27215,91900
8725,112506
20114,57095
16434,5000
29188,5000
24907,5000
6922,87274
3520,103707
826,115432
6487,88319
10288,194738
4954,79676
12611,5000
25686,5000
16159,5000
15128,112997
3007,112791
11483,44105
7968,5000
28533,21409
313,42507
18116,158477
22104,90805
17727,116311
9930,34739
15732,5000
1595,68507
8511,46263
4058,98495
8247,98358
23908,25774
25147,86755
2048,67927
24269,111168
2218,51052
20042,9485
17579,46580
26264,20968
3380,9858
5013,117869
9477,5000
18028,5000
2627,115186
23207,5000
20227,88524
12283,160828
8228,85367
12453,135189
13905,83712
13559,12164
2867,34770
2686,99944
8924,58827
9736,109368
5944,5000
11019,5000
18631,5000
22513,88212
8426,11679
8445,79310
20175,93095
8158,65156
9960,120875
13446,51193
10577,44204
29144,80718
13006,13225
6622,12159
2511,121121
3037,80449
1852,120472
13381,5000
20460,96414
18909,139376
16565,5000
10922,115501
4457,21718
7175,14092
28256,56449
8167,85336
8302,34141
15003,46767
21093,141828
15771,31438
18599,67571
911,117083
21691,5000
24121,138564
14492,77199
24131,5000
11968,99788
5337,45573
27596,66395
17294,60040
17386,37026
9660,150283
23648,131360
23863,5000
1883,6617
22686,30143
15150,50227
10796,5000
27023,105489
26822,72314
25999,55606
5436,105052
27330,30438
7511,101250
13906,5000
17784,27027
21415,112895
15615,103317
19992,67945
10170,8246
206,95017
5082,81618
4009,88843
28177,129213
29643,5000
28117,23851
28858,108396
16841,116868
16525,64652
20810,24624
5722,5000
20494,5000
25375,71794
18074,98630
24348,48893
21554,120766
3774,88516
21551,34159
21018,5000
1260,71840
21432,109564
3619,92574
7381,107364
2799,47687
4993,155938
29573,56303
20064,14411
403,5000
13883,5000
18789,104275
19524,60776
26159,33862
25289,115476
21932,28312
18703,109157
17002,116143
8087,103542
6065,42849
6878,107015
14528,90181
12874,5000
19702,41497
1189,127351
19605,14412
29247,10320
26966,5000
1735,126283
29367,70895
20163,41074
10519,5000
8841,111446
6876,41477
11303,74106
7330,84885
10902,63987
11905,8037
18934,107715
20691,124584
15082,104567
9505,124733
942,42417
1403,55036
4224,175551
12326,94444
26911,131266
27560,88726
13150,127907
16692,143014
4778,29929
979,132963
21669,5000
8379,91158
24855,76816
12004,72185
10689,165201
17439,91704
24062,5000
9212,29224
12725,32160
21470,76044
16998,43732
17531,28147
1669,17048
2123,63811
17604,70316
18353,5000
25764,5000
6908,42952
22775,5000
15611,80943
20872,96263
16642,97997
5607,170321
18305,78946
17595,71325
9283,8871
21048,119587
1786,104600
10809,57899
28579,84195
25806,120690
6414,59150
2602,5000
20640,144675
26538,161880
3919,104468
5150,5000
5373,109671
21940,63726
15718,39835
26091,10489
311,5000
27325,5000
25835,38607
28576,73276
7624,31660
6717,24807
7912,36773
21393,93926
21167,79400
13740,66640
18440,120601
16628,5000
2194,5000
21185,89498
24057,51570
28414,88918
2915,64403
15000,105480
29146,73824
17868,114724
17872,115326
8466,24660
21109,5000
3306,53512
19273,5000
21127,206847
5822,5000
118,82415
24548,25693
29816,77268
11580,73207
19358,36759
7077,51605
14524,10577
186,53710
10256,36957
5045,83739
23765,33110
29758,36922
5609,5000
16334,11726
19289,5000
19027,42159
15444,25910
27169,76839
23664,112677
5098,18489
7289,138441
21305,60742
9701,28045
10939,5000
4525,5000
27125,67627
27192,5000
19663,40630
20337,195222
22142,116960
1319,60900
5470,5000
10733,5000
25537,5000
12441,85148
4742,42299
3523,68064
11067,70497
17557,121544
57,36810
8609,105082
14434,116789
14330,147274
23679,5000
14658,113355
15903,108567
1501,131917
16454,109980
2557,46640
17429,5000
28138,110744
9026,103341
20644,40295
910,103729
12305,135201
4805,82062
16607,54605
465,81327
7733,7703
15092,34086
9518,134904
1294,153167
21937,105889
5926,51943
26007,58395
16254,5000
11634,99545
3154,11212
5086,82945
22359,82916
2816,47772
26897,5000
8920,114022
9967,5000
614,5000
8945,201877
18714,24610
27783,64250
13724,67588
16720,5000
14292,27654
26428,21504
8246,40597
18027,145929
13863,40247
13092,50453
14816,5000
25133,97476
9430,49460
1812,92093
268,130671
27206,115076
27628,39302
13099,5000
19528,32672
17846,40953
3557,97890
27599,84076
14619,27267
1443,99412
1453,84898
26155,91199
28448,58684
8890,5000
5229,40277
3536,105443
27989,135980
18228,106032
18904,54315
22948,71619
29572,62213
3689,79762
22435,119465
26616,42244
526,160601
22077,68763
25770,5000
11302,62813
9197,114532
6751,152072
20242,105500
22229,118077
27240,7648
26233,5000
3812,73435
13549,121073
1161,172593
19871,115726
18316,52252
10545,64241
6939,86912
6795,5000
3584,106478
3200,55505
1743,160826
27111,160930
12163,22376
19518,60929
25298,5000
26319,67884
1667,107429
8373,5000
9942,102475
13014,5000
22412,5000
50,94674
21166,99432
27403,133258
19427,183535
7639,116405
29909,5000
28664,93508
25211,78448
3258,5000
1233,42228
29877,5000
25116,192241
11702,69990
10293,57354
25012,171867
11515,130759
16662,101054
7395,55357
8234,144364
20,5000
6315,62540
24379,41022
21404,85731
16884,129823
5650,148456
28129,5000
23697,62382
17454,5000
26864,5000
27841,32418
14560,110090
16027,24653
10079,20501
26667,89397
23641,85169
509,62428
28674,100891
5845,115874
12567,5000
12595,70230
25039,77981
10482,75599
3050,5000
24677,20982
21716,5000
7325,5000
1615,92815
18980,5111
23791,29457
8540,38887
29511,48160
29912,14973
8649,38621
304,11445
29768,49476
7089,22284
2932,105616
25529,5000
25022,154637
12061,98719
8022,24112
28984,25801
23099,90203
6451,92338
23406,69265
21961,5000
265,32689
15239,30858
16741,31787
491,53541
24909,79955
14838,98993
13830,38989
5303,114796
2083,44299
1299,21420
3350,20649
28702,95178
6959,86794
20002,152528
5178,5000
13530,60473
3784,47823
15747,152281
15563,161921
29359,8303
27258,70203
6301,106329
22532,93523
15019,52707
5875,60813
5377,76305
21842,91166
26086,5000
2064,57016
26019,5000
16183,6563
608,103594
5160,67502
18159,5000
29624,109878
21328,128917
8805,5000
10610,74988
4678,166131
18741,5000
8345,5000
7076,70997
6735,119422
21755,94444
6524,24721
6843,174203
3451,47610
3334,5000
23831,54784
24434,39347
29555,71497
9549,5000
12496,17124
23402,136387
4542,105112
5271,19892
10032,43785
25427,55354
1256,90278
7567,5000
17446,5000
21056,123476
16360,48561
16629,5000
4622,102664
29162,38424
14155,70245
22756,5000
22617,81013
1309,149235
29804,60480
29351,97777
6850,93743
5767,5000
25933,5000
20639,25359
27732,31743
25162,58796
12406,31860
28688,110277
6851,42218
18119,5000
17203,178554
3538,121877
4185,43158
13716,137584
10629,91653
16436,166782
8693,29639
20432,69630
17663,150172
15899,5000
26986,165719
22333,5000
29473,71871
7559,126109
21437,5000
12823,106296
22192,47064
17998,105005
6839,89170
5825,161320
25138,106609
9063,212219
3545,32406
7386,52132
13610,38534
25697,89055
22290,16388
9804,86513
25560,141692
7374,13164
14732,29790
21275,83193
8224,11336
3036,57070
3802,18850
1961,75925
4757,114534
890,29606
26482,89689
29817,5000
13650,57845
10829,5000
27598,5000
15004,17988
14984,65785
29110,57326
18145,51800
1292,116373
3558,119459
9560,80774
20971,18870
17328,70466
11223,43722
1120,5000
24887,82274
28348,59693
7770,35435
2311,137366
4428,5000
27266,60407
18689,84779
22987,101132
9104,88945
26116,46288
19183,46839
1788,51314
17736,120025
12869,5000
4699,9205
11620,115775
12955,137363
14512,54763
5533,19266
20327,166831
10449,25531
23858,106853
22027,66232
13265,106747
26421,226276
1115,109467
4101,98145
17688,50179
11188,5000
6134,32105
14882,21266
24951,124846
14439,5000
4353,147008
16909,25284
4418,9795
18524,155235
20903,195397
21071,133163
14927,34180
7759,57705
2740,85038
20649,112381
21498,68965
19072,5000
16751,84212
8996,71506
2994,33964
7003,61041
14754,20130
4784,16822
5563,164421
5582,5000
22135,63451
13798,97595
29968,163736
27340,5000
9254,5000
11806,22205
9041,11088
7803,53329
24850,103219
26025,5000
2015,48094
20173,31556
7120,43590
2934,47107
22975,139870
5003,11103
5832,67897
25158,47143
23453,40906
19675,73821
6976,187931
7946,87440
27224,53809
1744,5000
8070,114176
9800,68956
17415,89800
1856,39367
12388,74335
805,83013
7751,20959
15942,32195
10896,55303
21856,34312
22337,103520
26927,5000
21513,175165
24498,5000
22023,106514
20681,58171
12007,81587
2034,117912
22306,61757
22585,92311
14762,71780
7712,65666
25716,86434
28892,37714
28522,5000
21975,84409
13671,47792
9241,23569
7159,156806
25824,71245
6713,141756
16264,58084
11503,189016
9165,5000
13072,77714
29046,78458
22436,79768
20767,147388
8981,78692
6390,19806
6104,128493
25776,138660
15332,5000
24893,84079
20622,5000
11560,121127
9620,5000
24290,47317
8791,92813
2630,116638
12476,42282
9023,98936
847,63921
19424,5000
21307,5000
4097,62847
23328,112152
11845,28345
5712,72940
15466,99614
29679,5000
17138,7570
15700,66641
2875,240836
16049,155892
27352,7998
19692,60196
26010,87291
29923,183158
1701,30463
7563,50156
14520,175227
9306,5000
12765,5000
4654,164868
23587,54399
27001,36587
23824,17184
11518,5000
581,119999
2916,8311
13222,26604
247,5000
25382,107478
24964,98862
25425,77854
11529,5000
27092,58520
12145,51347
19393,35671
27083,67452
22121,153500
10776,60756
10366,42965
25277,15798
8392,18399
14087,122384
1202,187089
1750,105878
9462,5000
2677,23927
28347,57407
7855,71197
2744,95179
15965,129761
21250,62474
22637,5000
19537,67039
8171,89457
3562,12259
13771,158559
16916,54006
6808,99104
8914,82518
26731,126672
20918,5000
9118,5000
27632,113271
10103,26463
20205,33782
5807,54657
21629,36117
25111,118994
12620,81265
13814,67077
17885,14967
20397,124857
25014,107562
11562,5000
13296,29546
10136,76553
3446,107351
23355,114829
14308,78920
5422,30100
11854,61445
27914,176947
24789,5000
15272,100502
23731,16148
8963,27015
21038,87096
15439,43781
10231,13433
10066,70553
11329,32751
14375,20610
18848,53582
4846,85854
8160,44490
27476,192895
14018,108849
2426,71601
20843,51897
6862,154005
16680,5000
2292,5000
15457,9593
20723,141638
7065,123312
6478,79100
3016,33955
12176,79166
3163,74120
10839,39459
22583,70169
19139,115527
15560,5000
1177,83193
8613,142136
23533,71435
1297,55006
20797,84438
19463,79046
21049,170186
729,45864
11685,37866
332,57056
10631,98677
11729,122239
12184,85592
5260,104001
8847,80168
25163,49501
17573,150202
9164,238174
1796,73861
19423,106448
1478,5000
21606,89157
25029,90755
10460,61105
14418,125531
28687,107419
29228,81732
4556,128515
27845,10686
16051,152719
1558,103555
5424,24682
11663,85599
11552,69072
28779,35310
16522,67812
23166,5000
22789,29566
253,121515
9772,92172
16539,75760
22341,15163
5207,151858
13396,128259
4809,39406
17196,65526
29654,104069
18953,19512
1236,29070
27064,131030
4880,5000
24464,5000
28234,111356
2408,27918
28040,11508
25231,5000
29587,5000
23249,71799
7043,13544
16494,5000
12402,20293
19569,80161
1774,35507
22691,51747
1038,70570
20499,31109
12897,126707
21238,58784
17620,90899
29821,49338
16588,111974
25238,70855
26746,5000
2730,5000
10950,97373
17372,34853
5252,113131
12173,107812
9968,38612
5191,31228
9134,122334
7439,131138
3458,5000
24557,94893
19433,39892
4156,127638
7117,98287
5667,115511
2999,5000
14542,10611
13910,5000
28886,23407
21132,95244
21144,59023
670,5000
11874,46833
5071,95332
27119,15423
1282,47555
24198,15208
2729,83946
5,89054
26810,84954
5793,41212
29267,110101
5843,5000
5915,113326
17385,107242
3408,31807
5180,85469
12644,5000
28031,56942
19657,113806
7711,5000
16170,148512
22187,5000
3074,5000
4358,69996
3857,92942
12838,180600
6757,63895
16009,20805
3453,61683
22452,69400
8965,52016
20677,29523
2524,108331
27907,89634
18314,127449
15201,87898
22628,5000
26501,52947
19963,35775
20934,51166
9070,96757
11051,110603
27568,104078
633,24675
2066,63263
6030,39139
27685,60881
6479,80276
14974,5000
2554,5000
18998,70139
4290,81764
15492,33691
2417,5000
9486,79365
11891,18231
25150,124904
20293,17037
23709,5000
21508,5000
19244,21165
27105,5000
762,5000
5480,5000
26694,5000
6468,157679
12233,75651
17569,5000
16024,51722
963,33844
18563,11670
25092,37836
17851,51892
29839,116612
18323,5000
8090,36269
15980,78448
13474,90104
19846,174275
3159,5000
13337,129835
16073,54265
19164,91854
284,128705
9311,118651
5983,65890
7585,90370
9447,120066
8288,70462
17984,29712
4261,5000
16142,5000
4540,40296
19403,122416
22084,90046
9016,5000
5586,24131
12969,108674
28121,161893
2406,81843
4503,39653
20627,5000
13720,88957
12095,15033
14026,25272
597,5000
17055,21078
24693,100533
16699,35437
4350,5000
9948,148447
9792,110269
16213,43888
25929,33193
7960,27630
28519,118058
21558,47005
27955,5000
23762,97983
11366,68972
17730,32116
10895,5000
6821,208320
16485,75359
7285,121079
10374,119388
23500,5000
16918,32051
6530,107634
14185,113018
8772,77515
3369,93349
20777,77688
5018,109385
14151,123622
14987,183553
16782,50601
23454,5000
18130,5000
22854,74349
28344,60431
16471,36518
28164,80671
18840,91428
19766,106389
14642,54848
15166,9318
2433,67941
10528,94849
2364,75075
17250,6891
3430,74903
27750,13509
12136,115690
10243,103153
3839,66735
8432,108635
29532,22188
20408,5000
28109,144494
12923,44986
4087,9412
5946,8679
29557,65639
9192,109617
23759,10464
9532,76143
5964,69580
29362,5000
14577,71948
22259,5000
5606,78189
6483,19933
4848,31531
18104,34673
16019,43666
23236,87751
19199,95688
28571,21310
3910,77494
3658,5000
569,36868
12267,106243
15915,62619
27323,26199
28930,125895
26871,154966
23235,68450
1936,71885
14712,5000
16467,5625
18643,74653
22462,5000
7312,63462
12169,5336
17443,5000
17076,7682
26585,62590
15883,86421
10157,5000
13973,69534
13367,5000
25814,5000
12029,14246
11066,80968
23619,5000
9642,5000
11642,125602
4834,5000
5201,35951
373,5000
29754,130192
24213,92349
11028,149000
27434,56676
27308,137257
18092,77075
8758,5000
3129,61896
26097,31497
2977,5000
8273,51787
25660,63226
16594,84785
13960,5000
4908,114117
4470,23112
19759,41810
10870,121769
18933,59970
13087,46177
12084,5000
25203,54210
19808,5000
6637,76423
11167,5000
27588,5000
29981,22213
14360,56542
5525,168840
26734,86429
24784,51320
14865,5000
22681,52104
9901,98052
144,5000
7189,54950
7643,87820
28203,64192
6546,9306
16780,5000
7805,92308
16328,5000
3124,134234
29501,5000
3067,77720
29489,81293
15437,72883
19203,5000
5057,59952
28592,94302
17588,73845
10126,56665
10795,94497
18716,118398
2860,69237
6449,64826
24038,134910
25097,5000
1170,5000
9710,60074
10471,88645
17269,43084
5216,168862
10329,43209
15895,77273
24822,50621
9743,129184
8491,81556
21947,64868
14228,13621
13903,150835
19380,72523
7051,102746
14947,5000
25803,43176
4822,104345
2242,97204
20561,68845
18312,56631
28480,51718
5636,76196
2215,5000
2849,172669
15850,122627
6399,66203
24874,124994
29667,32511
16509,175075
23438,146156
28542,5000
28432,5000
3287,49136
90,30643
14884,98262
17356,5000
18790,49342
24393,56508
21016,132040
12988,112270
16547,123981
6434,47460
25563,49110
887,5000
4720,99183
29988,31628
21769,76258
